symbol	GSM1855317	GSM1855318	GSM1855319	GSM1855320	GSM1855321	GSM1855322	GSM2195410	GSM2195411	GSM2195412	GSM2195413	GSM2195414	GSM2195415	GSM2226784	GSM2226785	GSM2226786	GSM2226787	GSM2226788	GSM2226789	GSM2226790	GSM2226791	GSM2226792	GSM2226793	GSM2477389	GSM2477390	GSM2477391	GSM2477392	GSM2477393	GSM2477394	GSM2700243	GSM2700244	GSM2700245	GSM2700240	GSM2700241	GSM2700242	GSM2774691	GSM2774692	GSM2774693	GSM2774694	GSM2774695	GSM2774696	GSM3685851	GSM3685852	GSM3685853	GSM3685848	GSM3685849	GSM3685850	GSM3936838	GSM3936839	GSM3936840	GSM3936841
hsa-miR-125a-5p	5.828718566	5.773506748	5.794985718	5.791113318	6.310280456	5.948060906	6.727039894	6.178949732	6.161667695	6.66776371	6.194274903	5.857317229	5.748724132	5.743357814	5.745378411	5.775300314	5.740837305	5.737470797	5.725243538	5.757510003	5.764887976	5.764887976	5.836320556	6.005468064	5.850550003	5.811760335	5.843301977	5.9174695	11.47741702	11.06133777	11.34759396	9.561113831	9.672411481	9.55353425	5.818436468	5.914697092	5.814770691	5.846240266	5.950130127	6.010035688	10.21040881	10.53563281	10.32726376	10.7985334	10.50087611	10.48791644	9.456290361	10.20271259	10.08743075	10.42672379
hsa-miR-125b	6.362781619	6.588601235	6.592342143	6.549365698	6.32354158	6.361340272	6.171003953	6.58680168	5.806787107	6.385819009	6.342031547	6.310572588	6.089148116	6.024220341	5.786689515	5.828059399	5.789078979	5.911835234	5.846508785	5.775300314	5.764887976	5.755718184	5.774192185	5.836515483	5.788083942	5.75863338	5.818955324	5.750066849	9.509092117	9.708053597	9.594393461	9.987194724	10.11208864	9.594084329	5.87141508	5.831410838	5.804085639	5.814387817	5.830856352	5.847123425	9.763181453	9.62719631	9.705797287	9.29304503	9.58681599	9.427825606	5.701743514	5.757073757	5.893547626	5.748792797
hsa-miR-125b-1*	5.834751945	5.898596953	5.91058178	5.937146291	5.930022531	5.868628593	7.618060909	8.001862997	7.311725258	7.538815892	7.459752317	7.580867513	6.373183882	6.096198353	6.050515206	6.023648267	5.960314853	6.130928448	6.122095918	6.020613135	6.146798947	6.298295295	5.732992474	5.899089113	5.936815661	5.928452988	5.975257143	5.900519911	8.908494182	8.712356733	8.881089972	7.878258344	7.899057738	7.878002833	5.793836576	5.872833647	5.847123425	5.846490744	5.844161871	5.839824497	8.298792934	8.472153526	8.665606129	8.634784614	8.528751213	8.377178926	5.858200523	5.830128701	5.826541657	5.789432158
hsa-miR-125b-2*	6.540362335	6.330870324	6.608445681	6.815807755	6.345428877	6.037117047	5.806787107	5.873032961	5.795174399	5.734966575	5.840989495	5.808293732	5.919177249	5.796958601	5.787114561	5.775710982	5.819764295	5.800929614	5.830344056	5.794471283	5.803105192	5.807026506	5.717478172	5.723775779	5.697897449	5.702851578	5.705525542	5.711533322	11.29545356	10.75185128	10.70566161	10.96731069	11.19097724	11.31983231	5.879023171	5.961904979	5.915909557	5.985545352	5.837016804	5.862064448	11.78693026	11.7016282	11.19285337	11.72507907	11.62711253	11.8144961	6.579376149	6.601829789	6.308642227	6.121763823
hsa-miR-126	7.631114996	7.994776596	7.969097553	8.230379829	7.713041433	8.124723458	5.741381821	5.782465036	5.823358643	5.734966575	5.812294907	5.852690537	5.782989773	5.787833357	5.772825045	5.817527539	5.772825045	5.780285585	5.759815538	5.775300314	5.764887976	5.789078979	5.739574581	5.835315524	5.802275579	5.775593908	5.794727748	5.748370189	8.847293839	9.032483366	8.854454398	9.017134556	9.256878158	9.168130101	5.844161871	5.864386604	5.953338806	5.904709391	6.227339986	6.340281991	9.331647113	9.314566741	9.409198669	9.425725145	9.373755607	9.451024339	11.02384371	10.04269079	10.57471552	9.954383849
hsa-miR-126*	8.302980677	9.020840538	8.763460726	8.616211154	8.734680739	9.087440225	5.737253819	5.741855155	5.788205741	5.782465036	5.731224413	5.733164867	5.929050923	5.919020684	5.859930138	6.055726002	5.960314853	5.911835234	5.900872574	6.006278609	5.880175785	6.024220341	6.283283886	6.230985925	6.116405212	5.998036063	6.371077827	6.174808254	9.506622622	10.09758292	9.808013045	10.02599379	10.13836844	10.12782304	6.895076905	6.690608955	6.660803475	6.564657037	6.270713507	6.631848041	8.918965721	8.764571024	9.022578791	8.897319244	9.044601901	8.969365557	5.869613067	5.973247063	5.762737124	5.857270901
hsa-miR-1260	6.072673433	5.840418744	5.783408153	5.967742568	5.794985718	5.801795277	5.737253819	5.717108179	5.736256107	5.761767995	5.795174399	5.803697454	5.743357814	5.708538211	5.757510003	5.770189052	5.817527539	5.766662884	5.727687021	5.72644272	5.715774091	5.696197079	6.600087458	6.598513241	6.60574833	6.701087358	6.697977694	6.794179761	6.612425335	6.710319144	6.608736162	6.663072747	6.893828658	6.735827018	5.865981951	5.925155156	5.874242185	5.846490744	5.868728304	5.821972672	6.920823487	6.958080555	7.151736133	6.964926119	6.914831075	6.931536744	6.088879479	6.297221814	6.564210613	6.224976671
hsa-miR-1261	7.914572777	7.690234938	7.847919265	7.693861992	7.876761828	7.784650776	5.737253819	5.795174399	5.745752732	5.761767995	5.819644814	5.771097783	8.798444825	9.061821212	8.424971095	8.435531399	8.463388167	8.70802053	8.595226425	8.748668104	8.580415642	8.691540008	5.760423326	5.732985553	5.756623069	5.765249104	5.767154955	5.751670624	6.449019194	6.08923075	6.379964563	6.205290279	6.042325135	6.305921039	6.863494817	7.181657379	6.396058825	6.001828581	6.086802218	6.374351436	5.97956678	6.048744677	6.045176445	6.009051033	6.066059013	5.966984295	5.720893678	5.694448549	5.762737124	5.765011259
hsa-miR-1262	6.026658182	6.037117047	6.034662584	5.911497694	5.821827759	5.832364816	6.211958223	6.187509977	5.896153686	6.150986345	6.012166346	5.962870882	7.415671423	7.316432465	8.964750005	8.994471321	9.059659939	8.972955883	8.306479507	8.517242911	9.015670601	8.191758423	5.919431908	6.04050529	6.098756526	5.863565887	6.011287775	5.784504376	6.876932221	7.083395929	6.942911213	7.33047319	7.20408684	7.052935625	6.416969166	6.275242786	6.201320591	6.08297397	6.359709587	6.288010276	9.157749578	9.064947636	8.88872108	8.999509766	9.087774993	9.138679801	5.973247063	5.964609787	5.876993904	5.98468361
hsa-miR-1263	7.982469654	7.681764121	7.785124202	7.945637775	8.006044416	7.785124202	5.745150737	5.752678419	5.730339254	5.764514506	5.747870296	5.743342743	5.796921776	5.87184793	5.78244796	5.740146806	5.775007743	5.830257006	5.788824822	5.791054241	5.76885651	5.790786842	5.760557316	5.767937951	5.78481869	5.745429717	5.739885895	5.739512115	5.778200883	5.9366569	5.914557399	5.797126788	5.797126788	5.86181124	6.115310796	5.825273752	5.839824497	5.913268066	5.830856352	6.053232568	6.361874938	6.468565411	6.447093392	6.385854683	6.305111425	6.426089391	5.954327353	5.757073757	5.762737124	5.93229556
hsa-miR-1264	5.815840855	5.885553934	5.828718566	5.878939698	5.83856948	5.83599198	6.030239843	6.026826364	6.321935237	6.139582268	6.076129618	6.230061092	5.797121195	5.79702413	5.731068672	5.754725107	5.780952012	5.752673546	5.73047328	5.7755206	5.724799769	5.756172743	5.746783382	5.730509356	5.719177713	5.733164989	5.723253786	5.725947931	5.90654263	6.031851564	6.202034761	6.090935544	6.183998504	5.964900386	9.099281951	9.230160482	9.277035408	9.178187512	9.973661441	9.090487281	7.193044557	7.395114663	7.58990864	7.561550551	7.377147343	7.234349214	6.099438386	6.113973719	6.308642227	6.119171792
hsa-miR-1265	5.908624194	5.977136039	6.016573558	6.77137695	5.909518617	5.859685184	8.85732519	8.780531437	8.924310127	8.91338051	8.023740278	8.877659786	5.714846848	5.702091894	5.714846848	5.708194635	5.700474418	5.707289043	5.715774091	5.740345717	5.756651353	5.72705211	5.814507151	5.770154916	5.74455372	5.727814813	5.799871201	5.843880522	6.917844895	7.184120466	7.069327758	7.214128079	7.252165508	7.259919993	7.433437774	7.905242047	7.383765463	7.187305196	8.239876754	7.305133375	8.017777046	7.982606021	7.950357132	8.000336287	7.961812046	7.986677754	5.696362934	5.98468361	6.088879479	7.332072008
hsa-miR-1266	6.18867772	6.24609436	6.287708449	6.344154684	6.613653429	6.297049144	5.736830064	5.714329537	5.739165607	5.729980331	5.7541472	5.753902823	5.740345717	5.764887976	5.757510003	5.753850893	5.733825446	5.755350443	5.759815538	5.757510003	5.772825045	5.740345717	5.718978273	5.729425828	5.725194572	5.724458531	5.72092677	5.729167437	7.136483578	7.322233073	6.920259473	6.860472385	7.004132358	7.186861953	10.9406011	11.00598702	10.76298404	10.8023615	11.01132625	10.68800981	8.061556877	7.969104716	6.608463824	8.26948228	8.029247004	8.48680573	5.910012409	5.899601311	5.93229556	5.857270901
hsa-miR-1267	6.810462054	6.756998571	6.915777486	6.89269223	6.814206124	6.743597844	5.885810604	5.742523907	5.722064876	5.774152805	5.726235237	5.718394672	5.768633746	5.779195326	5.765167524	5.757280737	5.730438778	5.764087744	5.74775928	5.736642047	5.756585381	5.743901614	5.718171554	5.754437945	5.706105834	5.737201371	5.705741706	5.717145648	7.784975472	8.010329921	7.897820617	8.124539277	8.085459411	8.168155376	5.820067803	5.853033377	5.837637342	5.854277596	5.802106945	5.821235678	8.616379351	8.480528883	8.652396875	8.584582514	8.546034027	8.537664492	6.129512089	5.757073757	5.93229556	5.830071519
hsa-miR-1268	10.60195382	10.775964	10.59665714	10.80389154	10.62192397	10.94625698	5.956280257	6.010587092	5.951593302	5.818422124	5.84708254	5.825321996	5.820282507	5.776970869	5.772099759	5.730663344	5.755502911	5.783658747	5.806318991	5.797070388	5.731355865	5.73725481	5.71711001	5.743518121	5.786432606	5.743263168	5.729652816	5.712619919	6.388599945	6.655716656	6.509650877	6.278309965	6.379964563	6.395756839	5.802168439	5.811750659	5.899555529	5.885189165	5.813793782	5.839824497	6.722766719	6.625037366	7.459371914	6.544564758	6.595488115	6.604907144	5.690029094	5.727059443	5.725083523	5.729373102
hsa-miR-1269	6.995199631	6.958937059	6.934573178	7.081170645	6.774674796	7.489779513	8.459079622	7.249879471	7.610698544	8.04096069	7.352756709	7.534283122	5.903285096	5.846508785	5.799832797	5.828059399	5.850449611	5.793502676	5.873506554	5.788281042	5.793502676	5.841227967	6.312494577	6.223539425	6.22660501	6.228920507	6.23985105	6.217119732	11.8420643	12.04732328	11.87373891	11.98906995	11.90350401	12.13288241	8.57948474	8.708577541	8.46124681	9.245187806	8.737555853	8.739656649	10.52393897	10.56356757	10.71679166	10.73866179	10.93834802	10.75080135	5.984525726	6.10252712	6.155749164	6.135912654
hsa-miR-127-3p	5.911786111	5.903267897	5.895987657	5.945891754	5.9106654	5.919919202	5.792937484	5.724569424	5.745752732	5.873032961	5.768799021	5.731224413	5.695736447	6.264118096	5.691147779	5.770189052	5.715948276	5.72409353	5.707015558	5.72644272	5.72644272	5.690228664	5.713975524	5.713693686	5.718228353	5.712369632	5.721724402	5.717830894	6.462714824	5.76284395	5.743198152	5.839049962	5.810960156	5.846381363	5.837594543	5.831410838	5.874242185	5.973545851	5.844161871	5.835749432	6.84171105	6.854156479	6.361874938	6.923906912	6.854156479	6.929820113	16.15040436	15.76942474	15.55368191	16.04041289
hsa-miR-127-5p	5.826591022	5.849132314	5.831123252	5.800332353	5.824662208	5.841681309	6.860538196	6.142582058	6.330127354	6.327135964	6.574239708	6.495148204	5.743357814	5.736803014	5.725632273	5.785788774	5.782235942	5.759815538	5.715774091	5.72644272	5.740345717	5.819725172	5.946308374	5.849328522	5.794523597	5.777429907	5.910655603	5.900477749	11.39280512	11.41404239	11.50838928	11.17570059	11.21807912	11.14079814	5.837594543	5.783354957	5.779036465	5.811750659	5.781125947	5.795617923	9.763200274	9.896321377	10.44914113	9.945433179	10.05798187	10.09582693	6.357134128	6.32691821	7.301161602	6.496440996
hsa-miR-1270	8.265575068	7.754273817	8.075879173	7.573582603	8.190605669	7.958503255	5.745150737	5.861440105	5.753351764	5.743342743	5.747870296	5.760295822	7.188026654	7.200699589	7.351303324	7.276989181	7.225870139	7.325065372	7.267996285	7.267563885	7.132784621	7.261324095	5.787970309	5.768969677	5.787405931	5.76253748	5.763607986	5.786330999	7.776107236	7.81586674	7.713905369	7.894517636	8.103902319	8.006983299	5.795325128	5.843110342	5.924126314	5.865981951	5.819149366	5.813793782	8.542681288	8.382952727	9.034778928	8.764571024	8.838918317	8.693461575	6.787759631	6.687980617	6.764360468	8.133670036
hsa-miR-1271	6.3381681	6.317717396	6.329397503	6.361340272	6.310280456	6.159432373	5.834605802	5.795174399	5.816525357	5.743342743	5.772038294	5.834605802	5.845254609	5.820268161	5.81028865	5.850449611	5.844703621	5.88355321	5.819725172	5.981144919	5.900872574	5.74745751	5.794523131	5.820027427	5.765542934	5.803592322	5.765587805	5.736147902	6.944714326	6.989981471	6.989105457	7.297135216	7.300814499	7.228688961	7.261454153	6.901542058	7.034569952	7.169449062	6.42284944	6.653627025	7.366453117	7.244405048	7.610110914	7.401431639	7.481151659	7.427647331	5.774979979	5.899601311	5.783593942	5.890517705
hsa-miR-1272	5.862669989	5.947357133	5.902104709	5.88172448	6.023646997	5.99080178	5.755062305	5.734966575	5.761767995	5.753351764	5.739389486	5.771097783	7.452317173	7.46737703	7.303099099	7.262051825	7.336806683	7.328951713	7.275766548	7.339753916	7.350852489	7.37258902	5.784242631	5.904299295	5.823849974	5.862720022	5.794728866	5.869218054	8.526155176	8.667047325	8.575343665	8.804839853	8.772982806	8.832106648	5.947185028	5.936289974	5.911799907	5.967527876	5.963656364	5.907819696	9.197729747	9.017630916	9.268176427	9.318328749	9.298113365	9.260197828	10.43723602	10.48369383	10.65765694	9.812785324
hsa-miR-1273	5.971214183	5.891295964	5.948126688	5.853186472	5.846365949	5.85298754	5.745150737	5.741855155	5.742235778	5.734966575	5.731224413	5.720145016	7.452317173	7.46737703	7.303099099	7.262051825	7.336806683	7.328951713	7.275766548	7.339753916	7.350852489	7.37258902	6.020073616	5.946501736	6.195927723	6.482557739	6.139111263	6.027366869	8.960393519	9.05057685	9.002074526	9.307165012	9.427844243	9.268549216	5.818162934	5.859664334	5.818162934	5.808888761	5.911212631	6.014374135	8.678221278	8.662372554	8.204271892	8.562893279	8.547933941	8.638791105	7.727947405	7.471707403	8.281368879	8.573662183
hsa-miR-1274a	7.054839941	7.001426023	6.882317768	7.123869658	6.87147169	7.012094238	5.761034115	5.752678419	5.742235778	5.734966575	5.762532705	5.771097783	5.833048154	5.85518362	5.82944275	5.806818472	5.858523994	5.865601342	5.863953924	5.875338094	5.844887396	5.84087393	5.714600983	5.713693686	5.763655125	5.736627179	5.72262265	5.734436629	8.458008113	7.958163143	7.94861727	8.39964559	8.459101239	8.436850345	13.59900913	12.93108681	13.57414705	13.30332531	13.27529641	13.12542288	8.07400705	8.196463738	8.285142095	8.179318948	8.170603787	8.074405549	10.43723602	10.48369383	10.65765694	9.812785324
hsa-miR-1274b	6.250738172	6.143215641	6.150607341	6.054679065	6.000123733	6.003094208	11.34561175	10.51590262	11.24183271	11.56365189	9.159654734	11.00325258	7.671296464	7.567157725	7.546938605	7.401247881	7.078123675	7.381967241	7.224575462	7.002360816	7.304478931	7.674527239	5.755470913	5.73657691	5.714486282	5.754670113	5.72755412	5.808324053	7.131863365	7.30459079	7.289250098	7.168392282	7.122876768	7.30046036	5.83184848	5.798874516	5.789426171	5.786108039	5.865061735	5.851236063	7.941826495	7.927113567	8.013851048	7.566317756	7.790567932	7.913322424	5.725083523	5.707073632	5.762737124	5.857270901
