Marker1	Marker2	sampleSize	variableSize	F	coefficient.0	tvalue.0	pvalue.0	coefficient.1	tvalue.1	pvalue.1	coefficient.2	tvalue.2	pvalue.2	coefficient.3	tvalue.3	pvalue.3	coefficient.4	tvalue.4	pvalue.4
0	86	48.000000	5.000000	0.301506	6.193693	13.290462	7.954329e-17	0.064969	0.904148	0.370955	-0.010260	-0.261273	0.795129	0.334040	0.424821	0.673085	0.608660	0.159813	0.873776
0	87	48.000000	5.000000	1.291532	5.601941	26.669947	2.225315e-28	0.066467	2.052287	0.046261	0.006222	0.351543	0.726898	0.078948	0.222764	0.824774	0.418173	0.243606	0.808694
0	88	48.000000	5.000000	0.855382	5.327626	14.725213	2.107440e-18	-0.055629	-0.997180	0.324256	0.010836	0.355436	0.724001	0.208146	0.340968	0.734788	3.022815	1.022321	0.312346
0	89	48.000000	5.000000	2.506161	2.516499	11.551693	9.076685e-15	0.000403	0.011987	0.990492	-0.046739	-2.546195	0.014555	0.006261	0.017035	0.986487	2.686317	1.508878	0.138643
0	90	48.000000	5.000000	0.663165	4.726936	6.513432	6.544468e-08	0.008934	0.079836	0.936738	-0.069259	-1.132573	0.263670	0.431575	0.352455	0.726219	3.937055	0.663819	0.510350
0	91	48.000000	5.000000	0.297875	7.246644	23.486130	3.732462e-26	-0.031640	-0.665046	0.509572	-0.009547	-0.367203	0.715269	-0.454273	-0.872587	0.387735	1.312780	0.520612	0.605307
0	92	48.000000	5.000000	1.659970	5.466695	17.543474	3.245164e-21	-0.024290	-0.505550	0.615755	0.059998	2.284982	0.027307	0.581718	1.106421	0.274696	-3.618109	-1.420759	0.162598
0	93	48.000000	5.000000	0.549055	7.526397	23.495472	3.673614e-26	-0.027894	-0.564754	0.575176	-0.007062	-0.261612	0.794870	-0.159649	-0.295380	0.769125	-2.243241	-0.856882	0.396260
0	94	48.000000	5.000000	1.444316	5.817103	16.930861	1.238543e-20	-0.005036	-0.095061	0.924708	0.000560	0.019347	0.984654	-0.600312	-1.035539	0.306206	-3.228824	-1.149912	0.256535
0	95	48.000000	5.000000	0.402300	6.199856	33.194599	2.797944e-32	-0.009814	-0.340794	0.734918	-0.009071	-0.576346	0.567386	-0.285724	-0.906671	0.369634	-0.013143	-0.008611	0.993170
0	96	48.000000	5.000000	1.048857	2.882215	6.053793	3.053595e-07	0.104786	1.427411	0.160684	0.022994	0.573165	0.569519	-0.416622	-0.518634	0.606675	-1.563371	-0.401801	0.689820
0	97	48.000000	5.000000	1.620316	10.618414	37.612648	1.547121e-34	-0.061331	-1.408969	0.166035	0.027331	1.148926	0.256938	-0.513808	-1.078679	0.286745	-1.542246	-0.668461	0.507412
0	98	48.000000	5.000000	1.754149	6.003332	14.775058	1.865662e-18	-0.126524	-2.019549	0.049690	0.057168	1.669728	0.102239	-0.535143	-0.780592	0.439319	3.734338	1.124601	0.266997
0	99	48.000000	5.000000	0.917925	5.495236	10.170881	5.148585e-13	-0.085011	-1.020449	0.313223	-0.060037	-1.318717	0.194244	-0.540801	-0.593235	0.556132	3.600159	0.815346	0.419368
1	0	48.000000	5.000000	0.708868	6.060492	19.257587	9.177690e-23	-0.073731	-1.520202	0.135780	0.019463	0.752886	0.455621	-0.282820	-0.539973	0.592002	0.441977	0.175316	0.861654
1	1	48.000000	5.000000	0.806984	4.966135	14.240105	7.001913e-18	-0.005930	-0.110337	0.912656	0.041368	1.444081	0.155963	0.648763	1.117761	0.269875	-0.672745	-0.240809	0.810848
1	2	48.000000	5.000000	2.202678	3.062020	12.001987	2.565446e-15	0.061440	1.562622	0.125472	-0.022519	-1.074574	0.288558	0.080225	0.188939	0.851030	-3.886316	-1.901563	0.063942
1	3	48.000000	5.000000	0.822272	4.114213	11.927871	3.152893e-15	-0.020298	-0.381845	0.704457	0.012693	0.447997	0.656405	0.855718	1.490647	0.143354	-4.343654	-1.572023	0.123275
1	4	48.000000	5.000000	1.145675	8.803544	9.403893	5.389639e-12	-0.195862	-1.357552	0.181688	0.058029	0.754616	0.454593	-2.474647	-1.588297	0.119546	6.690867	0.892196	0.377254
1	5	48.000000	5.000000	0.786341	2.669493	10.638410	1.276127e-13	0.044101	1.140378	0.260441	-0.018093	-0.877815	0.384923	0.021304	0.051013	0.959551	-1.721665	-0.856493	0.396473
1	6	48.000000	5.000000	0.604514	3.960786	8.653234	5.748683e-11	0.043203	0.612447	0.543468	0.041020	1.091004	0.281347	0.817120	1.072633	0.289419	-2.941677	-0.802268	0.426810
1	7	48.000000	5.000000	1.941065	4.433148	19.240921	9.489826e-23	0.076762	2.161808	0.036243	0.004856	0.256597	0.798714	-0.121992	-0.318136	0.751922	-1.735400	-0.940244	0.352344
1	8	48.000000	5.000000	1.779646	4.678961	14.234784	7.095794e-18	-0.041182	-0.812944	0.420728	0.058967	2.183953	0.034467	0.779830	1.425508	0.161230	-4.171887	-1.584388	0.120433
1	9	48.000000	5.000000	1.482056	3.679596	9.620311	2.757842e-12	0.102679	1.741912	0.088674	0.032510	1.034746	0.306572	-0.245928	-0.386336	0.701153	-1.007895	-0.328951	0.743789
1	10	48.000000	5.000000	0.288286	5.518217	13.429177	5.540123e-17	0.043784	0.691384	0.493041	0.005595	0.165751	0.869130	-0.329008	-0.481089	0.632893	-0.179637	-0.054573	0.956732
1	11	48.000000	5.000000	2.824697	6.648269	28.216648	2.240157e-29	-0.022782	-0.627396	0.533717	0.046578	2.406623	0.020469	-0.704141	-1.795664	0.079577	0.523953	0.277598	0.782651
1	12	48.000000	5.000000	1.323564	3.236083	8.554607	7.882913e-11	-0.014917	-0.255862	0.799277	0.027504	0.885130	0.381010	1.071259	1.701544	0.096062	0.215199	0.071015	0.943715
1	13	48.000000	5.000000	1.273901	3.513094	11.910680	3.307674e-15	-0.008567	-0.188463	0.851400	0.023570	0.972840	0.336074	-0.884042	-1.800892	0.078736	3.058350	1.294379	0.202443
1	14	48.000000	5.000000	1.280262	2.050021	5.967824	4.072352e-07	0.001257	0.023736	0.981173	-0.013820	-0.489782	0.626778	1.109628	1.940901	0.058844	-4.673464	-1.698338	0.096670
1	15	48.000000	5.000000	0.953191	2.252382	4.789066	0.000020	0.015544	0.214448	0.831212	-0.020290	-0.525211	0.602134	0.696288	0.889541	0.378662	3.094644	0.821385	0.415958
1	16	48.000000	5.000000	0.947935	3.158721	8.729126	4.511995e-11	0.020806	0.373077	0.710924	-0.048922	-1.645859	0.107084	-0.420307	-0.697902	0.488995	3.561695	1.228694	0.225869
1	17	48.000000	5.000000	0.321179	6.772395	16.221506	6.114457e-20	-0.035277	-0.548279	0.586336	0.012162	0.354654	0.724583	0.292325	0.420711	0.676061	1.298874	0.388368	0.699660
1	18	48.000000	5.000000	1.484490	4.455938	15.208214	6.546301e-19	0.105101	2.327560	0.024710	-0.004969	-0.206471	0.837397	0.021836	0.044780	0.964490	1.474140	0.628066	0.533283
1	19	48.000000	5.000000	2.096492	6.625648	13.894401	1.675079e-17	-0.198122	-2.695870	0.009980	0.051048	1.303225	0.199433	-0.038557	-0.048583	0.961477	0.346748	0.090772	0.928095
1	20	48.000000	5.000000	0.728670	4.529775	12.936234	2.024750e-16	0.049921	0.925068	0.360093	-0.009369	-0.325732	0.746207	0.392015	0.672670	0.504756	2.023659	0.721433	0.474548
1	21	48.000000	5.000000	0.459499	7.978211	39.475399	2.049713e-35	-0.017097	-0.548906	0.585909	0.007339	0.442042	0.660674	-0.329186	-0.978658	0.333223	0.002712	0.001675	0.998671
1	22	48.000000	5.000000	0.960821	2.968429	7.498435	2.460338e-09	-0.018917	-0.310058	0.758014	-0.040084	-1.232689	0.224389	-0.073895	-0.112157	0.911221	4.041883	1.274545	0.209315
1	23	48.000000	5.000000	0.763253	7.220544	37.996956	1.011826e-34	-0.001291	-0.044066	0.965056	0.003984	0.255255	0.799743	-0.026374	-0.083392	0.933927	-2.082250	-1.367852	0.178465
1	24	48.000000	5.000000	1.174711	8.112374	29.652191	2.936833e-30	-0.048255	-1.144486	0.258753	0.023677	1.053587	0.297957	-0.504921	-1.108920	0.273628	-0.800944	-0.365459	0.716560
1	25	48.000000	5.000000	1.599463	7.028196	25.724741	9.602426e-28	-0.092467	-2.196077	0.033528	0.003687	0.164276	0.870284	-0.633314	-1.392818	0.170835	0.380415	0.173817	0.862825
1	26	48.000000	5.000000	1.212811	6.203526	22.941031	9.524365e-26	-0.012863	-0.308653	0.759076	-0.004606	-0.207351	0.836715	-0.254520	-0.565542	0.574645	-3.031508	-1.399460	0.168848
1	27	48.000000	5.000000	0.287782	6.702462	21.316204	1.746503e-24	0.011661	0.240634	0.810982	-0.019810	-0.767006	0.447269	0.315163	0.602253	0.550169	-1.053741	-0.418347	0.677775
1	28	48.000000	5.000000	0.984446	8.011999	30.076212	1.639278e-30	-0.059897	-1.458958	0.151843	0.022727	1.038643	0.304776	0.337185	0.760533	0.451086	-0.176350	-0.082639	0.934522
1	29	48.000000	5.000000	0.632658	2.968821	8.001648	4.715205e-10	-0.027542	-0.481668	0.632484	-0.029350	-0.963017	0.340924	-0.740455	-1.199119	0.237048	0.764159	0.257103	0.798326
1	30	48.000000	5.000000	1.301515	8.820638	35.912205	1.065128e-33	-0.012255	-0.323744	0.747701	0.020448	1.013518	0.316482	-0.231781	-0.567008	0.573657	-2.518223	-1.279864	0.207455
1	31	48.000000	5.000000	2.127141	7.613788	26.746895	1.979611e-28	0.084026	1.915316	0.062118	0.021232	0.908039	0.368919	-0.322124	-0.679929	0.500193	3.729640	1.635562	0.109232
