##The total sample size of case group is 25.
##The total sample size of control group is 25.
Marker1	Marker2	group1_pearson	group1_lower	group1_upper	group1_t	group1_n	group1_se	group2_pearson	group2_lower	group2_upper	group2_t	group2_n	group2_se	z_test	z_pvalue
0	96	-0.231019	-0.573779	0.180605	-1.138732	25	0.213201	0.100054	-0.307229	0.476359	0.482264	25	0.213201	-1.113245	0.265603
0	97	-0.048285	-0.435121	0.353599	-0.231837	25	0.213201	0.162436	-0.248661	0.523944	0.789501	25	0.213201	-0.703822	0.481543
0	98	0.120623	-0.288253	0.492297	0.582744	25	0.213201	-0.217767	-0.564343	0.194070	-1.070052	25	0.213201	1.136023	0.255947
0	99	0.030192	-0.369352	0.420315	0.144859	25	0.213201	0.604734	0.275405	0.807029	3.641514	25	0.213201	-2.223387	0.026190
1	2	0.060291	-0.343018	0.444831	0.289672	25	0.213201	0.813227	0.616048	0.914502	6.701817	25	0.213201	-3.569088	0.000358
1	3	0.297312	-0.110847	0.619653	1.493391	25	0.213201	0.734656	0.478390	0.875612	5.193214	25	0.213201	-2.096767	0.036014
1	4	0.398408	0.003882	0.685612	2.083169	25	0.213201	-0.369653	-0.667319	0.029844	-1.907932	25	0.213201	2.685725	0.007237
1	5	0.100424	-0.306891	0.476647	0.484064	25	0.213201	0.173377	-0.238070	0.532064	0.844274	25	0.213201	-0.246700	0.805141
1	6	-0.068841	-0.451692	0.335420	-0.330934	25	0.213201	-0.004293	-0.398754	0.391508	-0.020591	25	0.213201	-0.214441	0.830203
1	7	-0.082653	-0.462679	0.323035	-0.397749	25	0.213201	0.001995	-0.393452	0.396820	0.009569	25	0.213201	-0.281373	0.778425
1	8	-0.140960	-0.507813	0.269170	-0.682839	25	0.213201	0.783840	0.563113	0.900172	6.053771	25	0.213201	-3.970524	0.000072
1	9	-0.001911	-0.396749	0.393524	-0.009164	25	0.213201	0.329395	-0.075580	0.641090	1.673093	25	0.213201	-1.141118	0.253821
1	10	0.326237	-0.079096	0.639002	1.655135	25	0.213201	0.323207	-0.082462	0.636993	1.637959	25	0.213201	0.011234	0.991036
1	11	0.006123	-0.389958	0.400292	0.029365	25	0.213201	-0.206484	-0.556238	0.205413	-1.012072	25	0.213201	0.715127	0.474530
1	12	-0.086343	-0.465595	0.319702	-0.415637	25	0.213201	-0.253074	-0.589283	0.157848	-1.254538	25	0.213201	0.570911	0.568060
1	13	-0.062772	-0.446827	0.340819	-0.301639	25	0.213201	0.135884	-0.273963	0.503962	0.657778	25	0.213201	-0.661947	0.508005
1	14	0.184806	-0.226900	0.540476	0.901835	25	0.213201	0.759495	0.520589	0.888107	5.599291	25	0.213201	-2.680053	0.007361
1	15	-0.051311	-0.437577	0.350941	-0.246405	25	0.213201	0.366006	-0.034057	0.664973	1.886179	25	0.213201	-1.443261	0.148947
1	16	0.106289	-0.301512	0.481216	0.512648	25	0.213201	0.590097	0.254240	0.798945	3.505375	25	0.213201	-1.894198	0.058199
1	17	-0.106419	-0.481317	0.301392	-0.513281	25	0.213201	-0.021323	-0.412981	0.376990	-0.102286	25	0.213201	-0.283560	0.776747
1	18	0.008049	-0.388324	0.401908	0.038602	25	0.213201	0.698170	0.418480	0.856909	4.676853	25	0.213201	-2.837946	0.004540
1	19	0.211822	-0.200060	0.560081	1.039449	25	0.213201	0.670440	0.374518	0.842409	4.333519	25	0.213201	-1.978244	0.047901
1	20	-0.400265	-0.686781	-0.006091	-2.094725	25	0.213201	0.683885	0.395669	0.849471	4.495401	25	0.213201	-4.180079	0.000029
1	21	-0.056361	-0.441662	0.346493	-0.270729	25	0.213201	0.215082	-0.196779	0.562421	1.056216	25	0.213201	-0.911788	0.361880
1	22	0.028961	-0.370415	0.419300	0.138950	25	0.213201	0.747489	0.500045	0.882091	5.396608	25	0.213201	-3.111890	0.001859
