1.074194	2.407946	3.664871	4.878433	6.06443
1.119621	2.475749	3.747939	4.973765	6.170289
1.16709	2.545931	3.833617	5.071894	6.279108
1.216747	2.618667	3.922097	5.173028	6.391109
1.268757	2.694147	4.013594	5.2774	6.506541
1.323304	2.772589	4.108345	5.385269	6.62568
1.380594	2.854233	4.206619	5.496924	6.748833
1.440861	2.939352	4.308719	5.612691	6.876349
1.504371	3.028255	4.414984	5.732939	7.00862
1.571426	3.121295	4.525806	5.858088	7.146092
1.642374	3.218876	4.641628	5.988617	7.289276
1.717618	3.321462	4.762964	6.125079	7.438759
1.797624	3.429597	4.89041	6.268116	7.595221
1.882943	3.543914	5.024664	6.418477	7.75946
1.974226	3.665163	5.166549	6.577048	7.932413
2.072251	3.79424	5.317048	6.744883	8.115199
2.177959	3.932226	5.477344	6.923252	8.309164
2.292505	4.080442	5.648884	7.113706	8.515949
2.417321	4.240527	5.833459	7.318164	8.737585
2.554221	4.41455	6.033327	7.539041	8.976629
2.705543	4.60517	6.251389	7.77944	9.236357
2.874373	4.815891	6.491458	8.043435	9.521074
3.064902	5.051457	6.758693	8.336532	9.836591
3.28302	5.31852	7.060314	8.666428	10.191028
3.537385	5.626821	7.40688	9.044368	10.596232
3.841459	5.991465	7.814728	9.487729	11.070498
4.217885	6.437752	8.311171	10.025519	11.644332
4.709292	7.013116	8.947287	10.711898	12.374618
5.411894	7.824046	9.837409	11.667843	13.388223
6.634897	9.21034	11.344867	13.276704	15.086272
10.827566	13.815511	16.266236	18.466827	20.515006
15.136705	18.420681	21.107513	23.512742	25.744832
19.511421	23.025851	25.90175	28.473255	30.85619
23.928127	27.631021	30.66485	33.376842	35.888187
28.373987	32.236191	35.405752	38.2396	40.863021
32.841253	36.841361	40.129999	43.07157	45.794587
37.324893	41.446532	44.841275	47.879456	50.692194
41.821456	46.051702	49.542156	52.667963	55.562398
46.328476	50.656872	54.234514	57.44053	60.410004
50.844171	55.262086	58.919801	62.199792	65.238683
55.366414	59.866591	63.598332	66.946971	70.050456
59.89765	64.473982	68.274589	71.687346	74.851289
64.432039	69.079152	72.944139	76.416938	79.637663
68.763252	73.473601	77.396315	80.923135	84.195032
